"package","date","series","series_id","series_type","frequency","value","unit","category"
"readabs",1959-09-01,"Private ;  Gross fixed capital formation - Non-dwelling construction - Total ; (SA) (GDP implicit price deflators, Quarterly)","A2303704L","Seasonally Adjusted","Quarterly",4.9,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Private ;  Gross fixed capital formation - Machinery and equipment - Total ; (SA) (GDP implicit price deflators, Quarterly)","A2303942V","Seasonally Adjusted","Quarterly",46.2,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Private ;  Gross fixed capital formation - Cultivated biological resources ; (SA) (GDP implicit price deflators, Quarterly)","A2716115W","Seasonally Adjusted","Quarterly",NA,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Private ;  Gross fixed capital formation - Intellectual property products - Research and development ; (SA) (GDP implicit price deflators, Quarterly)","A2716117A","Seasonally Adjusted","Quarterly",NA,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Private ;  Gross fixed capital formation - Intellectual property products - Mineral and petroleum exploration ; (SA) (GDP implicit price deflators, Quarterly)","A2303707V","Seasonally Adjusted","Quarterly",NA,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Private ;  Gross fixed capital formation - Intellectual property products - Computer software ; (SA) (GDP implicit price deflators, Quarterly)","A2303706T","Seasonally Adjusted","Quarterly",NA,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Private ;  Gross fixed capital formation - Intellectual property products - Artistic originals ; (SA) (GDP implicit price deflators, Quarterly)","A2303708W","Seasonally Adjusted","Quarterly",NA,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Private ;  Gross fixed capital formation - Intellectual property products ; (SA) (GDP implicit price deflators, Quarterly)","A2716116X","Seasonally Adjusted","Quarterly",18.1,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Private ;  Gross fixed capital formation - Total private business investment ; (SA) (GDP implicit price deflators, Quarterly)","A2303710J","Seasonally Adjusted","Quarterly",NA,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Private ;  Gross fixed capital formation ; (SA) (GDP implicit price deflators, Quarterly)","A2303715V","Seasonally Adjusted","Quarterly",11.7,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Public corporations - Commonwealth ;  Gross fixed capital formation ; (SA) (GDP implicit price deflators, Quarterly)","A2303716W","Seasonally Adjusted","Quarterly",9,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Public corporations - State and local ;  Gross fixed capital formation ; (SA) (GDP implicit price deflators, Quarterly)","A2303717X","Seasonally Adjusted","Quarterly",8.7,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Public corporations ;  Gross fixed capital formation ; (SA) (GDP implicit price deflators, Quarterly)","A2303718A","Seasonally Adjusted","Quarterly",9.4,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"General government - National ;  Gross fixed capital formation - Defence ; (SA) (GDP implicit price deflators, Quarterly)","A2303719C","Seasonally Adjusted","Quarterly",18,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"General government - National ;  Gross fixed capital formation - Non-defence ; (SA) (GDP implicit price deflators, Quarterly)","A2303720L","Seasonally Adjusted","Quarterly",15.4,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"General government - National ;  Gross fixed capital formation ; (SA) (GDP implicit price deflators, Quarterly)","A2303721R","Seasonally Adjusted","Quarterly",16.9,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"General government - State and local ;  Gross fixed capital formation ; (SA) (GDP implicit price deflators, Quarterly)","A2303722T","Seasonally Adjusted","Quarterly",6,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"General government ;  Gross fixed capital formation ; (SA) (GDP implicit price deflators, Quarterly)","A2303723V","Seasonally Adjusted","Quarterly",8.7,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Public ;  Gross fixed capital formation ; (SA) (GDP implicit price deflators, Quarterly)","A2303724W","Seasonally Adjusted","Quarterly",9.3,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"All sectors ;  Gross fixed capital formation ; (SA) (GDP implicit price deflators, Quarterly)","A2303725X","Seasonally Adjusted","Quarterly",10,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Domestic final demand ; (SA) (GDP implicit price deflators, Quarterly)","A2303726A","Seasonally Adjusted","Quarterly",6.7,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Gross national expenditure ; (SA) (GDP implicit price deflators, Quarterly)","A2303727C","Seasonally Adjusted","Quarterly",6.4,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Exports of goods and services ; (SA) (GDP implicit price deflators, Quarterly)","A2303728F","Seasonally Adjusted","Quarterly",7.1,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Imports of goods and services ; (SA) (GDP implicit price deflators, Quarterly)","A2303729J","Seasonally Adjusted","Quarterly",13.6,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"GROSS DOMESTIC PRODUCT ; (SA)","A2303730T","Seasonally Adjusted","Quarterly",5.4,"Index","GDP implicit price deflators"
"readabs",1959-09-01,"Food: Chain volume measures ; (SA)","A2303246R","Seasonally Adjusted","Quarterly",6016,"$ Millions","GDP"
"readabs",1959-09-01,"Cigarettes and tobacco: Chain volume measures ; (SA)","A2303248V","Seasonally Adjusted","Quarterly",15723,"$ Millions","GDP"
"readabs",1959-09-01,"Alcoholic beverages: Chain volume measures ; (SA)","A2303250F","Seasonally Adjusted","Quarterly",1044,"$ Millions","GDP"
"readabs",1959-09-01,"Clothing and footwear: Chain volume measures ; (SA)","A2303252K","Seasonally Adjusted","Quarterly",1439,"$ Millions","GDP"
"readabs",1959-09-01,"Rent and other dwelling services: Chain volume measures ; (SA)","A2303254R","Seasonally Adjusted","Quarterly",6498,"$ Millions","GDP"
"readabs",1959-09-01,"Electricity, gas and other fuel: Chain volume measures ; (SA)","A2303256V","Seasonally Adjusted","Quarterly",1033,"$ Millions","GDP"
"readabs",1959-09-01,"Furnishings and household equipment: Chain volume measures ; (SA)","A2303258X","Seasonally Adjusted","Quarterly",1702,"$ Millions","GDP"
"readabs",1959-09-01,"Health: Chain volume measures ; (SA)","A2303260K","Seasonally Adjusted","Quarterly",NA,"$ Millions","GDP"
"readabs",1959-09-01,"Purchase of vehicles: Chain volume measures ; (SA)","A2303262R","Seasonally Adjusted","Quarterly",526,"$ Millions","GDP"
"readabs",1959-09-01,"Operation of vehicles: Chain volume measures ; (SA)","A2303264V","Seasonally Adjusted","Quarterly",NA,"$ Millions","GDP"
"readabs",1959-09-01,"Transport services: Chain volume measures ; (SA)","A2303266X","Seasonally Adjusted","Quarterly",1552,"$ Millions","GDP"
"readabs",1959-09-01,"Communications: Chain volume measures ; (SA)","A2303268C","Seasonally Adjusted","Quarterly",51,"$ Millions","GDP"
"readabs",1959-09-01,"Recreation and culture: Chain volume measures ; (SA)","A2303270R","Seasonally Adjusted","Quarterly",NA,"$ Millions","GDP"
"readabs",1959-09-01,"Education services: Chain volume measures ; (SA)","A2303272V","Seasonally Adjusted","Quarterly",NA,"$ Millions","GDP"
"readabs",1959-09-01,"Hotels, cafes and restaurants: Chain volume measures ; (SA)","A2303274X","Seasonally Adjusted","Quarterly",4050,"$ Millions","GDP"
"readabs",1959-09-01,"Insurance and other financial services: Chain volume measures ; (SA)","A2303276C","Seasonally Adjusted","Quarterly",NA,"$ Millions","GDP"
"readabs",1959-09-01,"Other goods and services: Chain volume measures ; (SA)","A2303278J","Seasonally Adjusted","Quarterly",NA,"$ Millions","GDP"
"readabs",1959-09-01,"FINAL CONSUMPTION EXPENDITURE: Chain volume measures ; (SA)","A2303280V","Seasonally Adjusted","Quarterly",35754,"$ Millions","GDP"
"readabs",1994-09-01,"Gross Operating Profits ;  Total (State) ;  Mining ;  Current Price ;  CORP ; (SA)","A3531621V","Seasonally Adjusted","Quarterly",2152,"$ Millions","Other"
"readabs",1994-09-01,"Gross Operating Profits ;  Total (State) ;  Total (Industry) ;  Current Price ;  CORP ; (SA)","A3531609C","Seasonally Adjusted","Quarterly",12312,"$ Millions","Other"
"readabs",1998-09-01,"Index Numbers ;  Final ;  Total (Source) ; (ORIG)","A2314865F","Original","Quarterly",71.3,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI ;  Australia ; (ORIG) (Prices, Quarterly)","A2325846C","Original","Quarterly",3.7,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI, seasonally adjusted ;  Australia ; (SA) (Prices, Quarterly)","A3604506F","Seasonally Adjusted","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Trimmed Mean ;  Australia ; (SA)","A3604509L","Seasonally Adjusted","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Weighted Median ;  Australia ; (SA)","A3604503X","Seasonally Adjusted","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Tradables ;  Australia ; (ORIG) (Prices, Quarterly)","A2330526L","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Non-tradables ;  Australia ; (ORIG) (Prices, Quarterly)","A2330571X","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups, goods component ;  Australia ; (ORIG) (Prices, Quarterly)","A2330616T","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups, services component ;  Australia ; (ORIG) (Prices, Quarterly)","A2330706W","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI including deposit and loan facilities (indirect charges) ;  Australia ; (ORIG)","A3604398J","Original","Quarterly",3.7,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Market goods and services excluding 'volatile items' - Goods ;  Australia ; (ORIG)","A2330661C","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Market goods and services excluding 'volatile items' - Services ;  Australia ; (ORIG)","A2330751J","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Market goods and services excluding 'volatile items' - Total ;  Australia ; (ORIG)","A2330796L","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Food and non-alcoholic beverages ;  Australia ; (ORIG)","A2332101T","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Alcohol and tobacco ;  Australia ; (ORIG)","A2332146W","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Clothing and footwear ;  Australia ; (ORIG)","A2332191J","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Housing ;  Australia ; (ORIG)","A2332236A","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Furnishings, household equipment and services ;  Australia ; (ORIG)","A2332281L","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Health ;  Australia ; (ORIG)","A2332326F","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Transport ;  Australia ; (ORIG)","A2332371T","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Communication ;  Australia ; (ORIG)","A2332416K","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Recreation and culture ;  Australia ; (ORIG)","A2332461W","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Education ;  Australia ; (ORIG)","A2332506R","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Insurance and financial services ;  Australia ; (ORIG)","A2332641F","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Housing and Insurance and financial services ;  Australia ; (ORIG)","A2332686K","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding Medical and hospital services ;  Australia ; (ORIG)","A2332551A","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding food and energy ;  Australia ; (ORIG)","A3604378X","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  All groups CPI excluding 'volatile items' ;  Australia ; (ORIG) (Prices, Quarterly)","A2330841L","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Food and non-alcoholic beverages ;  Australia ; (ORIG) (Prices, Quarterly)","A2325891R","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Alcohol and tobacco ;  Australia ; (ORIG) (Prices, Quarterly)","A2326116V","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Clothing and footwear ;  Australia ; (ORIG) (Prices, Quarterly)","A2325936J","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Housing ;  Australia ; (ORIG) (Prices, Quarterly)","A2325981V","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Furnishings, household equipment and services ;  Australia ; (ORIG) (Prices, Quarterly)","A2326026R","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Health ;  Australia ; (ORIG) (Prices, Quarterly)","A2331111C","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Transport ;  Australia ; (ORIG) (Prices, Quarterly)","A2326071A","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Communication ;  Australia ; (ORIG) (Prices, Quarterly)","A2331201J","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Recreation and culture ;  Australia ; (ORIG) (Prices, Quarterly)","A2331246L","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Education ;  Australia ; (ORIG) (Prices, Quarterly)","A2331426W","Original","Quarterly",NA,"Index","Prices"
"readabs",1948-09-01,"Index Numbers ;  Insurance and financial services ;  Australia ; (ORIG) (Prices, Quarterly)","A2332596F","Original","Quarterly",NA,"Index","Prices"
"readabs",1997-09-01,"Quarterly Index ;  Total hourly rates of pay excluding bonuses ;  Australia ;  Private ;  All industries ; (ORIG)","A2603039T","Original","Quarterly",67.4,"Index","Prices"
"readabs",1997-09-01,"Quarterly Index ;  Total hourly rates of pay excluding bonuses ;  Australia ;  Public ;  All industries ; (ORIG)","A2603989W","Original","Quarterly",64.7,"Index","Prices"
"readabs",1997-09-01,"Quarterly Index ;  Total hourly rates of pay excluding bonuses ;  Australia ;  Private and Public ;  All industries ; (ORIG)","A2603609J","Original","Quarterly",66.7,"Index","Prices"
"readabs",1997-09-01,"Quarterly Index ;  Total hourly rates of pay excluding bonuses ;  Australia ;  Private ;  All industries ; (SA)","A2713846W","Seasonally Adjusted","Quarterly",67.3,"Index","Prices"
"readabs",1997-09-01,"Quarterly Index ;  Total hourly rates of pay excluding bonuses ;  Australia ;  Public ;  All industries ; (SA)","A2713852T","Seasonally Adjusted","Quarterly",64.8,"Index","Prices"
"readabs",1997-09-01,"Quarterly Index ;  Total hourly rates of pay excluding bonuses ;  Australia ;  Private and Public ;  All industries ; (SA)","A2713849C","Seasonally Adjusted","Quarterly",66.6,"Index","Prices"
"readabs",1997-09-01,"Quarterly Index ;  Ordinary time hourly rates of pay including bonuses ;  Australia ;  Private ;  All industries ; (ORIG)","A2626979V","Original","Quarterly",67,"Index",NA
"readabs",1997-09-01,"Quarterly Index ;  Ordinary time hourly rates of pay including bonuses ;  Australia ;  Public ;  All industries ; (ORIG)","A2627929R","Original","Quarterly",64.7,"Index",NA
"readabs",1997-09-01,"Quarterly Index ;  Ordinary time hourly rates of pay including bonuses ;  Australia ;  Private and Public ;  All industries ; (ORIG)","A2627549L","Original","Quarterly",66.5,"Index",NA
"readabs",1997-09-01,"Quarterly Index ;  Total hourly rates of pay including bonuses ;  Australia ;  Private ;  All industries ; (ORIG)","A2615009A","Original","Quarterly",67,"Index",NA
"readabs",1997-09-01,"Quarterly Index ;  Total hourly rates of pay including bonuses ;  Australia ;  Public ;  All industries ; (ORIG)","A2615959F","Original","Quarterly",64.7,"Index",NA
"readabs",1997-09-01,"Quarterly Index ;  Total hourly rates of pay including bonuses ;  Australia ;  Private and Public ;  All industries ; (ORIG)","A2615579C","Original","Quarterly",66.5,"Index",NA
"readrba",2015-03-31,"Break-even 10-year inflation rate (ORIG)","GBONYLD","Original","Quarterly",2.24,"Percent","TBC"
"readrba",1989-09-30,"Business inflation expectations – 3-months ahead (ORIG)","GBUSEXP","Original","Quarterly",4.76,"Percent","TBC"
"readrba",2020-03-31,"Consumer inflation expectations – 1-year ahead (ORIG)","GCONEXP","Original","Quarterly",4,"Percent","TBC"
"readrba",1979-05-31,"Job vacancies (SA)","GLFOSVT","Seasonally Adjusted","Quarterly",43.5,"000","TBC"
"readrba",1993-09-30,"Market economists' inflation expectations – 1-year ahead (ORIG)","GMAREXPY","Original","Quarterly",3,"Percent","TBC"
"readrba",1994-09-30,"Market economists' inflation expectations – 2-year ahead (ORIG)","GMAREXPYY","Original","Quarterly",3.5,"Percent","TBC"
"readrba",1979-05-31,"Private sector job vacancies (SA)","GLFOSVPS","Seasonally Adjusted","Quarterly",30.8,"000","TBC"
"readrba",1996-09-30,"Union officials' inflation expectations – 1-year ahead (ORIG)","GUNIEXPY","Original","Quarterly",3.5,"Percent","TBC"
"readrba",1997-03-31,"Union officials' inflation expectations – 2-year ahead (ORIG)","GUNIEXPYY","Original","Quarterly",2.5,"Percent","TBC"
"readrba",1979-05-31,"Vacancies to labour force ratio (SA)","GLFOSVTLF","Seasonally Adjusted","Quarterly",0.672147455237763,"Percent","TBC"
"readrba",1988-06-30,"Business bank deposits (ORIG)","BSPNSPNFAD","Original","Quarterly",48.07,"$ Billions","TBC"
"readrba",1988-06-30,"Business bills of exchange liabilities (ORIG)","BSPNSPNLB","Original","Quarterly",43.489,"$ Billions","TBC"
"readrba",1988-06-30,"Business bonds liabilities (ORIG)","BSPNSPNLD","Original","Quarterly",13.545,"$ Billions","TBC"
"readrba",1988-06-30,"Business equities liabilities (ORIG)","BSPNSPNLS","Original","Quarterly",211.664,"$ Billions","TBC"
"readrba",1988-06-30,"Business foreign equities (ORIG)","BSPNSPNFAF","Original","Quarterly",31.08,"$ Billions","TBC"
"readrba",1988-06-30,"Business loans (ORIG)","BSPNSPNLL","Original","Quarterly",120.853,"$ Billions","TBC"
"readrba",1988-06-30,"Business other financial assets (ORIG)","BSPNSPNFAO","Original","Quarterly",53.503,"$ Billions","TBC"
"readrba",1988-06-30,"Business other liabilities (ORIG)","BSPNSPNLO","Original","Quarterly",24.213,"$ Billions","TBC"
"readrba",1988-06-30,"Business total financial assets (ORIG)","BSPNSPNFAT","Original","Quarterly",132.653,"$ Billions","TBC"
"readrba",1988-06-30,"Business total liabilities (ORIG)","BSPNSPNLT","Original","Quarterly",413.764,"$ Billions","TBC"
"readrba",1988-09-30,"Household assets to income (ORIG)","BHFADIT","Original","Quarterly",529.874706850309,"Percent","TBC"
"readrba",1988-09-30,"Household consumer durables (ORIG)","BSPNSHNFO","Original","Quarterly",105.6,"$ Billions","TBC"
"readrba",1988-09-30,"Household debt to assets (ORIG)","BHFDA","Original","Quarterly",12.0427336215497,"Percent","TBC"
"readrba",1988-06-30,"Household debt to income (ORIG)","BHFDDIT","Original","Quarterly",63.4640632296834,"Percent","TBC"
"readrba",1988-06-30,"Household deposits (ORIG)","BSPNSHUFAD","Original","Quarterly",109.487,"$ Billions","TBC"
"readrba",1988-06-30,"Household dwelling stock (ORIG)","BSPNSHUDS","Original","Quarterly",5900.10890476191,"000","TBC"
"readrba",1988-09-30,"Household dwellings (ORIG)","BSPNSHNFD","Original","Quarterly",634.7,"$ Billions","TBC"
"readrba",1988-06-30,"Household equities (ORIG)","BSPNSHUFAS","Original","Quarterly",136.072,"$ Billions","TBC"
"readrba",1988-06-30,"Household financial assets to income (ORIG)","BHFADIFA","Original","Quarterly",210.861654228089,"Percent","TBC"
"readrba",1988-09-30,"Household net worth (ORIG)","BSPNSHUNW","Original","Quarterly",1079.109,"$ Billions","TBC"
"readrba",1988-06-30,"Household other financial assets (ORIG)","BSPNSHUFAO","Original","Quarterly",102.548,"$ Billions","TBC"
"readrba",1988-06-30,"Household superannuation (ORIG)","BSPNSHUFAR","Original","Quarterly",130.511,"$ Billions","TBC"
"readrba",1988-09-30,"Household total assets (ORIG)","BSPNSHUA","Original","Quarterly",1226.856,"$ Billions","TBC"
"readrba",1988-06-30,"Household total financial assets (ORIG)","BSPNSHUFAT","Original","Quarterly",478.618,"$ Billions","TBC"
"readrba",1988-06-30,"Household total liabilities (ORIG)","BSPNSHUL","Original","Quarterly",144.052,"$ Billions","TBC"
"readrba",1988-09-30,"Household total non-financial assets (ORIG)","BSPNSHNFT","Original","Quarterly",740.3,"$ Billions","TBC"
"readrba",1988-09-30,"Housing assets to income (ORIG)","BHFHDI","Original","Quarterly",274.124653942998,"Percent","TBC"
"readrba",1988-09-30,"Housing debt to housing assets (ORIG)","BHFHDHA","Original","Quarterly",11.6609421774066,"Percent","TBC"
"readrba",1988-09-30,"Housing debt to income (ORIG)","BHFDDIH","Original","Quarterly",31.9655173903091,"Percent","TBC"
"readrba",1990-03-31,"Owner-occupier housing debt to income (SA)","BHFDDIO","Seasonally Adjusted","Quarterly",25.7331190796229,"Percent","TBC"
"readrba",1970-06-30,"Real export-weighted index (ORIG)","FREREWI","Original","Quarterly",158.344463140859,"Index, March 1995 = 100","TBC"
"readrba",1970-06-30,"Real import-weighted index (ORIG)","FRERIWI","Original","Quarterly",140.983200311542,"Index, March 1995 = 100","TBC"
"readrba",1970-06-30,"Real trade-weighted index (ORIG)","FRERTWI","Original","Quarterly",146.301149795722,"Index, March 1995 = 100","TBC"
"readrba",1989-06-30,"Year-ended household dwelling stock growth (ORIG)","BSPNSHUDSYP","Original","Quarterly",2.29960081366374,"Percent","TBC"
